2021,8,Ковалев Иван Иванович,2006-09-08,1
2018,2,Ковалев Иван Иванович,2008-03-11,1
2022,5,Ковалев Иван Иванович,2009-12-20,2
2018,6,Ковалев Иван Иванович,2009-04-12,2
2023,6,Ковалев Иван Иванович,2013-09-28,3
2022,9,Ковалев Иван Иванович,2008-12-09,2
2025,8,Ковалев Иван Иванович,2016-09-16,4
2020,5,Ковалев Иван Иванович,2009-10-19,3
2020,2,Ковалев Иван Иванович,2011-06-22,1
2022,10,Ковалев Иван Иванович,2009-01-05,2
2024,4,Ковалев Иван Иванович,2012-12-11,2
2020,6,Ковалев Иван Иванович,2012-06-25,3
