2025,7,Титова Зоя Семеновна,2016-05-26,3
2025,2,Шестакова Кристина Оскаровна,2010-08-27,1
2018,2,Боброва Зоя Вячеславовна,2014-07-16,3
2020,7,Ефимова Эльвира Викторовна,2014-10-25,3
2018,5,Комарова Оксана Львовна,2015-06-20,3
2025,5,Тимофеева Арина Зиновьевна,2014-01-15,3
2021,4,Карпова Зоя Станиславовна,2015-07-26,1
2023,7,Гусева Наталья Дмитриевна,2006-10-27,1
2021,1,Кузнецова Валерия Зиновьевна,2013-01-05,2
2021,3,Кузнецова Агата Михайловна,2012-10-29,2
2024,10,Яковлева Мария Михайловна,2009-01-17,3
2025,5,Селезнева Стефания Егоровна,2012-12-28,1
2022,6,Щукина Таисия Глебовна,2016-01-30,1
2025,1,Яковлева Диана Федоровна,2012-07-22,4
2021,3,Киселева Лариса Платоновна,2007-11-06,2
2023,4,Сидорова Жанна Денисовна,2008-05-19,4
2020,5,Панина Алиса Давидовна,2006-05-27,3
2022,7,Лебедева Стефания Оскаровна,2008-12-29,2
2021,4,Руднева Анна Владимировна,2007-04-24,4
2021,1,Селезнева Аврора Геннадьевна,2012-08-01,2
2022,9,Давыдова Зоя Петровна,2014-03-13,2
2020,2,Устинова Регина Григорьевна,2007-09-18,4
2021,6,Карпова Инна Юлиановна,2016-08-10,1
2022,8,Игнатова Любовь Сергеевна,2015-07-03,1
2025,8,Шестакова Людмила Руслановна,2006-10-15,4
2020,4,Руднева Карина Филипповна,2013-03-29,4
2022,10,Андреева Вера Семеновна,2013-03-15,3
2023,7,Белкина Мирослава Егоровна,2013-05-18,3
2021,5,Смирнова Виолетта Прохоровна,2008-12-18,3
2018,3,Устинова Элина Ярославовна,2011-07-24,4
2022,7,Щербакова Стефания Юлиановна,2015-07-11,3
2024,9,Соловьева Елена Степановна,2014-11-25,1
2023,7,Сидорова Оксана Львовна,2010-06-24,3
2025,7,Пахомова Марина Прохоровна,2008-08-29,3
2018,6,Соловьева Людмила Романовна,2011-06-02,4
2023,8,Сорокина Людмила Аркадьевна,2014-10-09,4
2024,7,Фомина Анастасия Леонидовна,2012-03-03,4
2020,8,Игнатова Виктория Игоревна,2013-08-01,4
2025,2,Агафонова Мирослава Романовна,2009-12-08,2
2020,5,Шаповалова Алёна Юрьевна,2013-06-12,1
2020,7,Баранова Светлана Львовна,2011-03-26,2
2019,2,Щукина Агата Артемовна,2009-01-15,4
2025,10,Абрамова Жанна Назаровна,2011-04-20,2
2022,3,Соловьева Наталья Григорьевна,2009-02-10,3
2018,4,Медведева Алёна Денисовна,2008-02-02,1
2020,2,Давыдова Полина Михайловна,2013-11-12,4
2022,5,Боброва Арина Анатольевна,2009-10-12,4
2024,7,Белкина Людмила Адамовна,2010-05-20,2
2025,2,Смирнова Эмилия Прохоровна,2015-12-30,4
2022,4,Абрамова Марина Адамовна,2008-01-21,4
