2022,8,Смирнова Эмилия Руслановна,2011-08-11,3
2025,2,Шестакова Агата Тарасовна,2011-12-02,2
2021,5,Ермакова Ярослава Георгиевна,2014-10-02,1
2024,5,Щербакова Елена Васильевна,2010-08-25,1
2020,4,Комарова Злата Денисовна,2016-06-04,2
2022,5,Рябова Анжелика Евгеньевна,2006-04-18,4
2025,7,Яковлева Елена Семеновна,2009-05-12,2
2022,7,Комарова Ярослава Давидовна,2011-02-14,1
2019,2,Калашникова Светлана Романовна,2010-05-27,2
2020,2,Титова Диана Максимовна,2007-08-10,3
2025,1,Петрова Дарья Евгеньевна,2011-12-20,1
2020,10,Кузнецова Жанна Кирилловна,2012-03-13,1
2025,7,Баранова Элина Львовна,2015-12-08,3
2021,4,Комарова Лариса Артемовна,2012-07-09,2
2023,10,Ковалева Ольга Вячеславовна,2009-03-28,1
2024,1,Рябова Нелли Степановна,2012-08-26,4
2021,4,Беляева Виолетта Николаевна,2014-07-15,1
2022,1,Николаева Маргарита Назаровна,2011-04-03,2
2025,9,Абрамова Стефания Степановна,2013-03-09,4
2025,1,Сорокина Надежда Николаевна,2015-11-30,3
2019,2,Рябова Аврора Прохоровна,2011-12-02,3
2025,5,Киселева Мария Дмитриевна,2007-08-06,2
2024,2,Федорова Кристина Ильинична,2010-01-19,4
2025,5,Кузнецова Лидия Игоревна,2010-03-15,1
2023,1,Пахомова Любовь Николаевна,2013-01-29,4
2020,4,Щербакова Наталья Савельевна,2012-11-17,3
2024,1,Макарова Алёна Сергеевна,2015-12-24,1
2021,8,Лебедева София Григорьевна,2009-11-03,3
2023,4,Тимофеева Алина Глебовна,2013-04-23,1
2020,9,Фролова Елена Евгеньевна,2012-07-19,4
2021,3,Игнатова Аврора Сергеевна,2012-06-23,3
2018,5,Абрамова Диана Егоровна,2014-03-07,2
2024,9,Фомина Анна Тарасовна,2015-03-27,2
2021,5,Сидорова Полина Зиновьевна,2016-01-06,2
2018,2,Ефимова Стефания Назаровна,2008-04-16,4
2020,1,Зайцева Светлана Юрьевна,2013-06-21,1
2025,10,Жукова Снежана Родионовна,2009-06-21,1
2021,2,Фомина Есения Константиновна,2008-12-15,1
2025,1,Щербакова Марина Адамовна,2014-03-28,1
2021,7,Тимофеева Ольга Ивановна,2012-03-01,2
2022,7,Макарова Дарья Федоровна,2006-11-28,2
2019,4,Кузнецова Яна Егоровна,2010-09-14,2
2018,10,Смирнова Людмила Глебовна,2016-08-24,2
2019,10,Смирнова Эльвира Федоровна,2016-03-04,2
2024,5,Иванова Алёна Юлиановна,2007-06-26,3
2022,10,Морозова Нелли Платоновна,2015-02-08,4
2023,1,Комарова Анжелика Тимофеевна,2015-09-07,3
2025,8,Жукова Жанна Адамовна,2011-10-19,1
2024,6,Абрамова Галина Станиславовна,2011-07-21,4
2025,7,Тимофеева Ника Михайловна,2006-08-12,4
2021,4,Орлова Милана Кирилловна,2008-02-22,3
2025,10,Виноградова Арина Аркадьевна,2015-01-16,3
2022,6,Киселева Виктория Константиновна,2015-03-07,2
2018,5,Медведева Ярослава Адамовна,2013-11-04,4
2020,6,Шестакова Дарья Степановна,2013-12-30,2
2021,2,Рябова Эльвира Аркадьевна,2007-10-30,2
2022,8,Чернова Надежда Сергеевна,2013-06-20,1
2019,5,Тарасова Елена Михайловна,2006-08-11,4
2020,1,Петрова Светлана Васильевна,2009-11-04,3
2024,3,Карпова Эльвира Аркадьевна,2006-01-05,2
2024,10,Морозова Нелли Геннадьевна,2012-01-30,2
2021,8,Шестакова Эмилия Филипповна,2007-10-03,3
2018,9,Грачева Милана Денисовна,2011-03-23,1
2024,7,Щукина Инна Оскаровна,2010-12-11,3
2020,3,Виноградова Светлана Савельевна,2015-04-23,1
2025,8,Комарова Анжелика Петровна,2013-10-23,4
2020,5,Орлова Инна Зиновьевна,2010-05-08,2
2020,1,Киселева Эмилия Егоровна,2009-07-15,2
2025,3,Королёва София Даниловна,2014-09-03,4
2018,6,Щербакова Людмила Игоревна,2006-09-07,3
2025,7,Кузнецова Ксения Васильевна,2008-02-10,2
2018,3,Тарасова Нелли Всеволодовна,2010-06-24,3
2021,4,Суркова Стефания Юрьевна,2008-07-18,2
2019,1,Агафонова Любовь Львовна,2010-01-01,4
2019,7,Петрова Галина Сергеевна,2013-09-22,2
2023,7,Шаповалова Татьяна Артемовна,2011-10-25,1
2020,2,Ермакова Агата Тимофеевна,2016-09-23,1
2023,4,Шаповалова Виктория Леонидовна,2007-05-26,4
2021,4,Пахомова Милана Леонидовна,2010-09-13,3
2022,8,Лебедева Мирослава Юрьевна,2014-12-18,4
2019,2,Боброва Таисия Платоновна,2008-06-24,3
2024,5,Медведева Лариса Артемовна,2012-06-13,4
2023,9,Абрамова Елена Николаевна,2010-08-05,4
2020,1,Рябова Нелли Николаевна,2014-03-22,1
2019,8,Кудрявцева Дарья Петровна,2010-06-09,4
2025,3,Ковалева Диана Алексеевна,2008-06-01,1
2021,8,Калашникова Анна Евгеньевна,2010-04-11,3
2022,3,Гусева Инна Георгиевна,2012-03-20,2
2018,4,Иванова Виолетта Сергеевна,2014-10-28,1
2022,4,Грачева Аделина Максимовна,2015-08-11,1
2019,6,Виноградова Инна Андреевна,2008-02-28,3
2023,9,Смирнова Елена Кирилловна,2014-09-15,4
2021,3,Орлова Алина Борисовна,2016-03-09,1
2024,3,Рябова Жанна Захаровна,2008-03-20,1
2021,10,Беляева Мирослава Федоровна,2014-02-19,1
2024,7,Руднева Светлана Вячеславовна,2009-01-14,4
2019,6,Баранова Виолетта Романовна,2007-11-10,3
2021,4,Шестакова Светлана Ярославовна,2008-07-11,2
2021,5,Боброва Жанна Назаровна,2010-03-22,4
2025,8,Петрова София Евгеньевна,2015-05-09,4
2021,10,Шаповалова Стефания Евгеньевна,2013-04-07,4
2020,6,Панина Надежда Андреевна,2011-07-11,1
2019,4,Панина Кристина Федоровна,2009-07-07,2
2024,7,Давыдова Евгения Анатольевна,2014-02-11,1
2021,1,Ефимова Арина Дмитриевна,2008-01-11,4
2025,5,Грачева Нелли Сергеевна,2009-08-10,3
2022,6,Фролова Алёна Григорьевна,2008-11-08,3
2019,9,Жукова Маргарита Назаровна,2011-04-15,3
2020,3,Ефимова Василиса Платоновна,2014-08-02,3
2024,1,Суркова Элина Ильинична,2016-02-28,4
2024,5,Петрова Диана Станиславовна,2011-02-08,2
2020,5,Кудрявцева Алёна Федоровна,2014-07-11,3
2020,4,Калашникова Алиса Геннадьевна,2013-02-13,2
2025,7,Быкова Аделина Сергеевна,2011-09-01,3
2020,5,Белкина Анастасия Юрьевна,2016-06-10,4
2025,10,Фролова Диана Тимофеевна,2015-07-28,2
2020,7,Сидорова Надежда Семеновна,2014-07-02,4
2023,5,Лыткина Оксана Тарасовна,2014-06-05,2
2022,6,Калашникова Жанна Артемовна,2006-07-22,2
2024,1,Макарова Диана Прохоровна,2014-12-22,1
2024,9,Чернова София Сергеевна,2013-02-01,4
2021,1,Фролова Алиса Львовна,2014-01-11,3
2024,9,Агафонова Алина Руслановна,2008-10-13,2
2022,6,Калашникова Зоя Денисовна,2013-04-12,1
2025,4,Лыткина Василиса Георгиевна,2010-09-04,2
2018,6,Яковлева Евгения Егоровна,2008-11-17,2
2021,5,Карпова Ольга Ивановна,2010-11-02,4
2023,8,Быкова Марина Ильинична,2012-08-05,3
2020,9,Миронова Ольга Анатольевна,2010-05-29,3
2025,8,Медведева Таисия Назаровна,2009-12-31,3
2025,3,Ермакова Снежана Романовна,2015-08-25,3
2023,4,Сорокина Аврора Ильинична,2010-04-10,2
2025,8,Орлова Василиса Семеновна,2010-04-21,3
2022,7,Яковлева Диана Вячеславовна,2014-04-07,4
2024,4,Ковалева Ольга Михайловна,2010-05-10,1
2019,2,Боброва Вера Даниловна,2014-08-18,2
2024,4,Гусева София Максимовна,2015-01-09,3
2021,7,Суркова Маргарита Петровна,2006-12-05,1
2018,7,Рябова Дарья Юлиановна,2016-05-03,3
2025,10,Баранова Людмила Львовна,2006-05-01,4
2022,7,Макарова Галина Родионовна,2011-09-08,2
2018,7,Кузнецова Галина Сергеевна,2011-09-18,1
2020,1,Грачева Вера Дмитриевна,2012-12-11,1
2019,7,Семенова Галина Филипповна,2012-02-12,1
2024,2,Быкова Татьяна Захаровна,2010-06-11,4
2018,4,Карпова Василиса Юрьевна,2009-11-30,2
2023,2,Рябова Злата Леонидовна,2016-03-06,3
2019,1,Киселева Виктория Константиновна,2007-05-12,2
2020,7,Карпова Злата Кирилловна,2009-11-26,4
2019,9,Абрамова Ольга Тарасовна,2007-09-29,3
2024,7,Медведева Лариса Семеновна,2015-11-18,4
2018,7,Жукова Анна Всеволодовна,2015-09-10,3
2022,7,Ермакова Юлия Анатольевна,2008-12-22,4
2021,3,Калашникова Вероника Юрьевна,2013-04-01,1
2025,4,Медведева Любовь Даниловна,2006-03-24,3
2023,1,Селезнева Полина Федоровна,2007-01-07,2
2023,7,Быкова Эмилия Георгиевна,2011-08-29,1
2024,7,Гусева Мария Васильевна,2007-06-14,2
2020,6,Калашникова Элина Михайловна,2014-10-16,4
2023,5,Шаповалова Диана Прохоровна,2016-01-15,3
2018,2,Яковлева Вероника Владимировна,2007-09-12,2
2022,5,Агафонова Эльвира Львовна,2010-06-27,1
2023,1,Медведева Лариса Родионовна,2016-11-12,2
2020,2,Фомина Наталья Артемовна,2007-03-28,3
2022,7,Быкова София Павловна,2012-09-12,4
2020,8,Белкина Виктория Игоревна,2010-05-13,4
2024,3,Прохорова Лидия Назаровна,2010-04-06,3
2023,1,Морозова Лилия Константиновна,2007-05-18,2
2022,10,Киселева Анжелика Родионовна,2010-06-01,1
2022,2,Андреева Маргарита Петровна,2016-04-16,3
2023,10,Щукина Татьяна Сергеевна,2007-04-09,2
2024,2,Смирнова Аврора Всеволодовна,2010-03-22,2
2024,4,Тимофеева Алиса Зиновьевна,2012-08-31,1
2019,2,Суркова Злата Георгиевна,2014-10-10,3
2021,4,Панина Любовь Алексеевна,2010-11-22,3
2019,4,Кудрявцева Людмила Федоровна,2015-02-03,4
2019,6,Гусева Полина Олеговна,2016-02-04,2
2020,9,Кузнецова Лариса Адамовна,2006-08-31,1
2019,3,Шестакова Лилия Владимировна,2006-11-17,4
2018,8,Смирнова Алина Савельевна,2007-11-20,1
2025,7,Федорова Элина Евгеньевна,2007-08-27,1
