2020,8,Гусева Лилия Кирилловна,2013-04-24,3
2020,1,Калашникова Злата Захаровна,2010-11-19,3
2024,5,Королёва Анжелика Давидовна,2008-12-30,2
2018,6,Медведева Алёна Адамовна,2016-11-11,2
2018,2,Федорова Любовь Владимировна,2008-10-12,3
2018,10,Медведева Эмилия Тимофеевна,2010-01-25,2
2019,2,Ермакова Юлия Родионовна,2014-09-21,4
2024,9,Соловьева Есения Руслановна,2008-08-22,1
2019,3,Чернова Василиса Леонидовна,2014-12-08,2
2019,3,Боброва София Назаровна,2015-12-14,4
2021,1,Ковалева Нелли Адамовна,2006-05-08,3
2018,3,Фомина София Андреевна,2012-11-06,4
2023,4,Королёва Лариса Ивановна,2013-01-02,4
2022,5,Макарова Эльвира Артемовна,2011-06-11,1
2020,9,Панина Ольга Гавриловна,2010-08-26,2
2021,7,Кузнецова Ярослава Васильевна,2007-01-06,2
2025,5,Орлова Эмилия Юрьевна,2015-09-23,1
2025,6,Макарова Алёна Захаровна,2015-12-01,2
2024,8,Макарова Лилия Артемовна,2013-07-02,1
2019,4,Королёва Злата Кирилловна,2008-05-17,4
2018,7,Титова Галина Степановна,2013-02-13,1
2019,9,Федорова Маргарита Викторовна,2010-01-04,2
2021,10,Сидорова Жанна Анатольевна,2016-07-21,4
2019,7,Чернова Ольга Оскаровна,2014-01-04,3
2025,3,Щербакова Лариса Станиславовна,2006-06-19,1
2024,5,Кузнецова Полина Сергеевна,2008-09-07,3
2021,10,Тимофеева Ника Алексеевна,2006-10-01,4
2025,5,Панина Злата Захаровна,2015-05-12,2
2023,7,Николаева Виолетта Анатольевна,2014-09-24,1
2025,3,Петрова София Петровна,2011-03-01,1
2022,4,Тарасова Ярослава Дмитриевна,2010-08-18,1
2018,8,Ефимова Наталья Аркадьевна,2013-07-08,3
2018,3,Калашникова Вероника Адамовна,2014-09-12,1
2024,2,Руднева Жанна Васильевна,2009-01-08,4
2023,10,Королёва Карина Юрьевна,2013-05-26,2
2020,4,Панина Галина Евгеньевна,2013-02-21,2
2025,1,Прохорова Надежда Даниловна,2014-09-12,4
2025,7,Макарова Лариса Тимофеевна,2012-10-25,2
2020,8,Фролова София Федоровна,2010-01-11,3
2020,10,Кузнецова Вера Максимовна,2006-12-06,3
2018,4,Киселева Нелли Дмитриевна,2014-09-18,3
2020,3,Панина Полина Платоновна,2013-06-09,1
2018,3,Петрова Виолетта Федоровна,2009-04-14,2
2024,1,Тарасова Яна Юрьевна,2014-05-31,4
2021,6,Белкина Марина Глебовна,2010-07-05,2
2022,6,Калашникова Елена Степановна,2011-03-06,3
2022,8,Щукина Ника Ильинична,2008-12-03,2
2023,10,Калашникова Жанна Евгеньевна,2015-12-19,2
2023,8,Грачева Виктория Давидовна,2006-09-28,1
2019,3,Боброва Василиса Тимофеевна,2013-07-09,2
2020,4,Федорова Жанна Андреевна,2015-02-19,2
2024,1,Медведева Карина Романовна,2009-03-15,2
2025,8,Беляева Мирослава Вячеславовна,2014-07-07,1
2021,8,Щукина Аврора Георгиевна,2013-11-09,1
2018,1,Игнатова Ольга Васильевна,2015-10-18,3
2019,10,Руднева Вера Игоревна,2015-04-28,4
2021,10,Николаева Алиса Максимовна,2015-02-03,2
2023,8,Ковалев Иван Иванович,2012-02-17,4
2024,9,Ермакова Милана Федоровна,2007-10-07,3
2022,9,Карпова Лилия Родионовна,2014-02-24,4
2020,6,Баранова Юлия Егоровна,2009-11-25,1
2019,6,Петрова Татьяна Львовна,2008-12-14,1
