2023,5,Быкова Евгения Ярославовна,2008-09-19,1
2023,8,Макарова Светлана Егоровна,2015-05-01,1
2018,7,Королёва Полина Борисовна,2016-07-01,2
2018,6,Суркова Вера Николаевна,2007-10-18,2
2020,9,Макарова Инна Прохоровна,2014-05-21,4
2022,6,Быкова Наталья Тимофеевна,2009-01-26,2
2020,8,Тарасова Василиса Федоровна,2010-09-27,1
2023,2,Грачева Галина Захаровна,2008-11-06,2
2022,2,Быкова Елена Адамовна,2014-07-19,4
2022,3,Яковлева Надежда Андреевна,2008-05-25,2
2021,4,Лебедева Инна Ярославовна,2011-11-14,2
2020,3,Миронова Карина Филипповна,2016-04-10,3
2018,5,Тарасова Людмила Андреевна,2016-08-18,4
2022,9,Семенова Нелли Юрьевна,2010-05-02,1
2024,3,Рябова Инна Геннадьевна,2014-04-07,1
2020,10,Смирнова Ника Родионовна,2011-10-10,2
2019,8,Петрова Нелли Савельевна,2016-12-20,4
2020,2,Сорокина Ольга Савельевна,2009-12-04,3
2025,1,Ефимова Наталья Константиновна,2009-03-28,2
2019,8,Жукова Мирослава Дмитриевна,2012-05-02,1
2025,3,Тарасова Агата Сергеевна,2010-02-10,1
2025,2,Шестакова Наталья Родионовна,2013-12-07,2
2018,3,Шестакова Юлия Гавриловна,2012-01-08,3
2021,9,Фролова Галина Давидовна,2016-09-04,1
2018,7,Игнатова Эльвира Руслановна,2012-01-17,4
2018,1,Жукова Карина Юлиановна,2010-04-26,4
2023,8,Медведева Ксения Руслановна,2006-10-28,2
2022,5,Кузнецова Ольга Константиновна,2010-07-18,2
2019,9,Иванова Аврора Артемовна,2007-11-14,1
2019,4,Федорова Злата Филипповна,2014-08-19,3
2024,4,Давыдова Лариса Леонидовна,2014-10-17,1
2022,2,Кузнецова Полина Васильевна,2006-07-07,3
2022,7,Петрова Регина Вячеславовна,2011-12-10,1
2018,2,Смирнова Любовь Степановна,2016-11-01,2
2018,4,Боброва Эльвира Сергеевна,2006-03-13,3
2024,8,Жукова Анжелика Даниловна,2013-04-23,4
2020,6,Боброва Карина Павловна,2015-11-23,3
2018,2,Титова Ольга Евгеньевна,2011-09-30,4
2019,9,Щукина Светлана Сергеевна,2008-10-09,4
2022,4,Баранова Яна Платоновна,2016-06-02,3
2022,9,Кудрявцева Вероника Евгеньевна,2014-12-03,4
2020,3,Устинова Регина Савельевна,2016-08-03,2
2020,6,Грачева Милана Прохоровна,2016-04-07,4
2022,4,Зайцева Лилия Аркадьевна,2016-05-02,3
2022,5,Тарасова Галина Гавриловна,2012-05-28,1
2022,6,Сорокина Эвелина Савельевна,2009-02-13,1
2023,3,Щербакова Лилия Михайловна,2016-11-06,1
2023,8,Ковалева Зоя Борисовна,2011-04-02,2
2021,7,Лыткина Полина Геннадьевна,2013-08-13,4
2025,5,Морозова Милана Павловна,2015-09-23,2
2025,6,Соловьева Надежда Гавриловна,2008-09-18,4
2022,7,Тимофеева Маргарита Петровна,2008-02-19,1
2024,1,Быкова Элина Федоровна,2015-04-22,1
2019,4,Абрамова Василиса Павловна,2013-09-18,2
2018,1,Абрамова Алиса Георгиевна,2009-02-09,1
2020,4,Грачева Карина Алексеевна,2010-12-08,1
2019,2,Федорова Регина Викторовна,2013-08-23,2
2022,1,Семенова Надежда Семеновна,2016-05-04,4
2025,1,Соловьева Ярослава Родионовна,2014-12-20,4
2020,3,Фомина Елена Львовна,2014-02-21,2
2025,6,Гусева Алина Родионовна,2009-07-04,3
2019,8,Николаева Надежда Федоровна,2012-04-27,4
2023,7,Киселева Мария Семеновна,2009-02-01,1
2025,8,Селезнева Мирослава Платоновна,2008-11-29,2
2025,9,Сидорова Эльвира Тимофеевна,2015-04-16,3
2020,2,Фомина Милана Юрьевна,2008-10-09,3
2019,3,Медведева Аврора Захаровна,2014-01-31,4
2019,2,Прохорова Ксения Григорьевна,2010-01-07,2
2019,5,Ефимова Агата Кирилловна,2014-03-05,1
2018,6,Ефимова Алина Леонидовна,2016-04-21,4
2021,7,Петрова Анастасия Ярославовна,2012-04-23,2
2022,1,Сорокина Вероника Прохоровна,2015-01-20,4
2018,2,Абрамова Эвелина Филипповна,2010-08-03,3
2024,7,Баранова Снежана Борисовна,2015-04-14,1
2019,3,Ермакова Мирослава Прохоровна,2016-09-28,2
2022,10,Прохорова Юлия Ивановна,2015-06-29,4
2025,1,Комарова Аделина Сергеевна,2011-06-24,3
2022,5,Игнатова Алёна Глебовна,2008-02-05,3
2020,4,Иванова Снежана Игоревна,2012-10-18,4
2022,1,Королёва Галина Викторовна,2016-10-12,4
2020,5,Прохорова Жанна Алексеевна,2011-01-18,3
2022,10,Гусева Анастасия Николаевна,2013-06-09,2
2018,3,Шестакова Жанна Даниловна,2009-03-11,1
2021,3,Миронова Нелли Денисовна,2011-02-08,3
2022,7,Жукова Юлия Ивановна,2011-03-18,3
2018,9,Миронова Мирослава Олеговна,2008-09-21,4
2025,7,Карпова Мирослава Николаевна,2010-07-15,1
2025,10,Киселева Мирослава Алексеевна,2012-09-21,2
2025,6,Щербакова Евгения Евгеньевна,2009-01-05,3
2021,9,Агафонова Злата Львовна,2009-01-19,4
2023,2,Ефимова Анжелика Денисовна,2007-08-27,3
2019,7,Орлова Любовь Максимовна,2008-03-30,4
2024,5,Гусева Ярослава Захаровна,2010-02-10,1
2018,10,Зайцева Алина Станиславовна,2008-04-29,3
2019,3,Миронова Евгения Юрьевна,2009-03-31,4
2023,3,Сидорова Надежда Семеновна,2016-03-14,3
2021,8,Ефимова Наталья Юлиановна,2016-09-15,1
2019,9,Боброва Нелли Егоровна,2008-10-15,3
2024,1,Селезнева Людмила Родионовна,2008-01-05,1
2024,9,Шаповалова Алина Дмитриевна,2010-10-10,2
2021,7,Прохорова Маргарита Савельевна,2011-11-28,2
2019,7,Абрамова Оксана Леонидовна,2007-10-17,1
2020,10,Фролова Полина Викторовна,2014-11-10,1
2020,4,Соловьева Ольга Матвеевна,2014-05-04,2
2023,1,Абрамова Наталья Васильевна,2013-03-11,1
2021,7,Николаева Виктория Григорьевна,2014-10-27,2
2021,7,Зайцева Галина Юрьевна,2014-08-21,1
2025,9,Зайцева Вероника Федоровна,2010-12-15,4
2025,10,Быкова Полина Петровна,2013-03-20,1
2018,3,Андреева Людмила Юрьевна,2008-03-20,1
2025,1,Соловьева Людмила Владимировна,2010-12-27,4
2021,5,Фомина Диана Сергеевна,2014-04-15,1
2024,1,Фомина Ольга Львовна,2011-12-19,2
2018,10,Панина Елена Давидовна,2008-11-17,4
2022,3,Титова Виолетта Павловна,2007-11-15,1
2019,4,Баранова Нелли Львовна,2008-04-22,1
2025,3,Сорокина Таисия Владимировна,2011-03-24,3
2021,9,Белкина Лариса Савельевна,2008-02-24,4
2022,5,Абрамова Таисия Михайловна,2008-11-03,2
2021,8,Зайцева Вера Федоровна,2014-10-27,2
2022,7,Морозова Надежда Леонидовна,2011-01-15,2
2025,6,Лыткина Агата Петровна,2013-03-28,1
2020,5,Лыткина Надежда Оскаровна,2008-08-23,2
2019,7,Давыдова Мирослава Львовна,2006-07-03,2
2024,4,Сорокина Снежана Денисовна,2009-01-02,1
2024,1,Шестакова Есения Зиновьевна,2009-08-26,4
2023,5,Баранова Зоя Зиновьевна,2010-10-03,1
2018,7,Щукина Яна Петровна,2015-11-24,2
2020,8,Рябова Анастасия Юрьевна,2014-03-25,3
2024,1,Давыдова Милана Тимофеевна,2015-06-09,3
2020,10,Киселева Вероника Олеговна,2008-08-26,2
2024,4,Устинова Аделина Даниловна,2011-02-05,3
2023,3,Быкова Алина Ильинична,2012-08-04,4
2022,1,Ковалева Вероника Егоровна,2015-09-13,2
2019,8,Жукова Эмилия Борисовна,2009-05-24,1
2025,4,Семенова Галина Ярославовна,2012-03-13,4
2021,8,Морозова Кристина Анатольевна,2009-05-18,3
2020,8,Абрамова Яна Борисовна,2016-03-05,4
2020,2,Панина Арина Ярославовна,2006-01-11,1
2025,2,Андреева Стефания Юлиановна,2016-09-25,2
2018,8,Петрова Арина Аркадьевна,2006-03-24,3
2025,9,Калашникова Елена Васильевна,2010-10-31,4
2021,9,Зайцева Аделина Анатольевна,2010-04-29,2
2020,6,Ковалева Алёна Максимовна,2007-02-28,1
2021,7,Абрамова Лидия Васильевна,2015-11-17,2
2021,9,Лыткина Регина Алексеевна,2014-03-24,1
