2025,2,Титова Есения Назаровна,2014-11-17,2
2022,7,Прохорова Эвелина Андреевна,2009-03-21,1
2022,1,Ковалева Виктория Федоровна,2008-07-08,3
2022,3,Петрова Любовь Анатольевна,2012-09-18,2
2019,1,Селезнева Валерия Егоровна,2015-01-10,2
2018,10,Абрамова Полина Даниловна,2016-10-23,2
2024,4,Суркова Василиса Львовна,2006-06-02,1
2018,2,Медведева София Олеговна,2014-12-19,3
2022,4,Иванова Есения Степановна,2012-01-16,3
2019,7,Пахомова София Гавриловна,2013-12-08,2
2023,3,Щербакова Лариса Леонидовна,2016-01-10,2
2018,6,Кудрявцева София Петровна,2009-11-30,1
2024,9,Ковалева Регина Гавриловна,2015-04-20,1
2018,10,Руднева Зоя Гавриловна,2013-10-19,2
2021,4,Белкина Арина Дмитриевна,2012-03-02,1
2022,4,Устинова Есения Артемовна,2011-07-06,4
2018,9,Киселева Злата Аркадьевна,2012-09-15,3
2023,3,Прохорова Маргарита Давидовна,2009-12-29,3
2024,5,Калашникова Лидия Львовна,2008-08-02,2
2018,1,Макарова Есения Оскаровна,2008-01-25,1
2021,4,Калашникова Карина Львовна,2013-07-30,4
2021,8,Семенова Маргарита Денисовна,2006-09-20,1
2020,2,Тарасова Нелли Прохоровна,2009-11-14,4
2023,10,Сидорова Аделина Борисовна,2016-04-17,3
2023,8,Руднева Нелли Тарасовна,2007-06-05,4
2024,1,Ермакова Мария Ярославовна,2011-05-13,1
2021,3,Баранова Виолетта Адамовна,2006-09-16,4
2021,3,Зайцева Эльвира Даниловна,2012-06-22,4
2020,2,Селезнева Полина Николаевна,2010-10-23,4
2019,3,Миронова Виолетта Денисовна,2014-11-09,1
2025,8,Чернова Мария Тимофеевна,2007-10-13,2
2021,6,Сидорова Жанна Георгиевна,2016-06-28,1
2021,1,Тарасова Регина Ильинична,2016-01-28,3
2022,7,Соловьева Аврора Геннадьевна,2014-03-26,3
2024,9,Рябова Евгения Игоревна,2012-04-17,2
2018,4,Прохорова Аврора Родионовна,2015-06-07,1
2024,9,Тарасова Валерия Тарасовна,2010-08-22,3
2024,3,Рябова Валерия Сергеевна,2007-05-11,1
2024,4,Лыткина Ярослава Петровна,2014-06-07,2
2022,7,Селезнева Анна Сергеевна,2014-03-31,2
2021,4,Сорокина Аделина Оскаровна,2007-04-19,3
2021,2,Миронова Аделина Родионовна,2007-09-19,4
2022,3,Агафонова Виолетта Оскаровна,2010-06-14,3
2021,3,Киселева Ольга Всеволодовна,2015-03-07,4
2024,1,Миронова Светлана Егоровна,2014-11-30,3
2023,6,Ковалева Алина Савельевна,2012-11-28,2
2022,3,Боброва Любовь Борисовна,2008-11-30,1
2021,9,Щукина Ника Тарасовна,2015-12-04,4
2019,3,Тимофеева Ксения Васильевна,2007-01-24,4
2019,3,Шаповалова Карина Максимовна,2008-05-02,3
2018,4,Ковалева Аврора Глебовна,2016-11-28,4
2024,1,Смирнова Евгения Зиновьевна,2007-03-12,4
2019,4,Калашникова Жанна Львовна,2008-05-22,3
2018,4,Миронова Марина Романовна,2006-08-26,1
2023,10,Давыдова Марина Семеновна,2015-03-01,1
2020,5,Грачева Эмилия Гавриловна,2009-02-15,4
2020,8,Панина Марина Кирилловна,2016-03-17,3
2023,6,Тимофеева Стефания Савельевна,2008-03-13,2
2020,7,Руднева Галина Константиновна,2012-09-24,3
2021,3,Виноградова Алина Савельевна,2011-10-07,2
2021,3,Устинова Мария Адамовна,2007-03-12,1
2021,6,Иванова Лидия Даниловна,2006-01-25,2
2019,1,Гусева Таисия Алексеевна,2014-02-14,4
2022,9,Гусева Юлия Анатольевна,2013-02-03,1
2021,9,Панина Мария Всеволодовна,2010-01-18,2
2025,7,Боброва Карина Федоровна,2008-12-03,1
