2022,4,Белкина Мария Всеволодовна,2009-03-29,4
2019,5,Яковлева Алина Вячеславовна,2012-08-08,3
2022,3,Лыткина Полина Аркадьевна,2009-11-03,3
2023,5,Белкина Арина Сергеевна,2013-04-17,1
2023,6,Грачева Полина Матвеевна,2011-10-21,2
2020,6,Баранова Арина Глебовна,2015-02-07,3
2018,4,Рябова Лариса Зиновьевна,2011-10-22,4
2018,4,Киселева Любовь Филипповна,2011-10-07,4
2024,6,Лебедева Вероника Прохоровна,2007-03-21,4
2020,6,Лыткина Лариса Константиновна,2013-01-28,4
2021,9,Петрова Татьяна Павловна,2016-06-03,2
2025,7,Петрова Анна Родионовна,2008-01-23,2
2025,10,Абрамова Кристина Олеговна,2016-02-16,3
2019,2,Яковлева Валерия Зиновьевна,2014-10-08,2
2024,7,Шаповалова Мария Кирилловна,2010-10-01,2
2018,2,Белкина Кристина Прохоровна,2011-04-23,2
2019,5,Ермакова Татьяна Васильевна,2011-02-16,4
2021,4,Давыдова Зоя Николаевна,2007-04-15,2
2025,6,Сидорова Полина Максимовна,2016-06-11,3
2023,10,Иванова Инна Ивановна,2013-10-20,4
2021,10,Сорокина Галина Сергеевна,2007-03-27,2
2018,4,Баранова Дарья Платоновна,2006-07-25,3
2018,4,Баранова Анжелика Анатольевна,2009-01-31,3
2024,2,Комарова Елена Савельевна,2006-07-15,4
2023,4,Медведева Лидия Дмитриевна,2012-09-11,2
2022,3,Щербакова Снежана Давидовна,2007-08-07,3
2021,7,Беляева Регина Владимировна,2015-07-26,4
2018,1,Беляева Кристина Степановна,2011-12-04,3
2022,6,Гусева Диана Ильинична,2008-08-11,1
2019,5,Фролова Евгения Зиновьевна,2007-05-26,1
2020,7,Беляева Милана Аркадьевна,2006-07-30,2
2025,8,Абрамова Яна Михайловна,2012-05-15,4
2025,6,Иванова Галина Вячеславовна,2010-01-30,2
2025,2,Макарова Дарья Викторовна,2016-12-29,2
2019,1,Орлова Анна Оскаровна,2009-12-15,3
2024,4,Семенова Алёна Федоровна,2007-10-02,1
2018,9,Игнатова Элина Николаевна,2009-01-21,2
2025,6,Ермакова Эвелина Михайловна,2009-08-13,1
2021,6,Комарова Злата Васильевна,2016-11-13,4
2022,6,Федорова Татьяна Борисовна,2006-06-27,1
2021,7,Морозова Снежана Федоровна,2010-07-25,3
2021,3,Гусева Эмилия Семеновна,2006-05-27,3
2018,4,Фролова Наталья Викторовна,2015-03-18,1
2025,8,Белкина Диана Давидовна,2015-04-26,2
2023,7,Селезнева Евгения Ильинична,2009-08-13,3
2021,9,Устинова Виктория Львовна,2006-02-26,3
2020,9,Лыткина Арина Геннадьевна,2007-01-30,4
2018,1,Руднева Валерия Даниловна,2011-11-08,2
2020,10,Титова Эльвира Андреевна,2009-05-08,3
2025,5,Устинова Татьяна Васильевна,2008-08-27,1
2021,6,Шаповалова Ксения Олеговна,2014-04-10,2
2025,8,Руднева Алёна Петровна,2010-05-05,1
2022,6,Быкова Алина Сергеевна,2008-12-04,4
2021,1,Сорокина Яна Кирилловна,2007-12-31,2
2024,7,Федорова Юлия Алексеевна,2010-11-16,2
2024,2,Семенова Лариса Назаровна,2015-05-22,1
2024,10,Смирнова Анжелика Юлиановна,2006-06-16,3
2020,10,Рябова Аврора Тимофеевна,2011-07-20,1
2023,9,Иванова Виктория Сергеевна,2016-10-11,1
2019,4,Миронова Карина Ивановна,2013-02-21,1
2025,9,Карпова Марина Тарасовна,2007-06-17,3
2023,7,Тарасова Надежда Артемовна,2014-12-05,2
2024,10,Агафонова Арина Зиновьевна,2010-04-23,2
2025,9,Суркова Оксана Григорьевна,2008-04-09,3
2025,10,Медведева Лидия Константиновна,2016-03-05,2
2021,2,Боброва Анжелика Платоновна,2006-01-26,1
2018,3,Белкина Регина Дмитриевна,2015-02-26,2
2021,1,Кудрявцева Аврора Всеволодовна,2006-08-13,4
2018,7,Кузнецова Кристина Гавриловна,2006-02-16,2
2021,8,Смирнова Милана Давидовна,2010-03-22,2
2025,8,Калашникова Алиса Аркадьевна,2013-02-12,3
2020,2,Семенова Ярослава Платоновна,2013-04-09,2
2018,2,Орлова Жанна Леонидовна,2007-07-19,1
2018,8,Андреева Евгения Алексеевна,2011-10-30,2
2023,8,Киселева Агата Артемовна,2006-07-30,2
2025,6,Петрова Аврора Григорьевна,2012-04-12,1
2022,1,Чернова Валерия Анатольевна,2006-10-24,2
2018,1,Зайцева Инна Андреевна,2007-11-16,2
2024,10,Комарова Ярослава Сергеевна,2008-06-25,3
2019,9,Белкина Агата Георгиевна,2007-03-07,2
2020,4,Суркова Марина Захаровна,2010-08-13,4
2020,10,Щербакова Людмила Тимофеевна,2010-10-04,1
2020,4,Смирнова Анжелика Кирилловна,2014-12-19,4
2023,9,Панина Регина Федоровна,2015-05-29,3
2025,7,Суркова Алина Назаровна,2012-06-20,1
2024,10,Карпова Лариса Аркадьевна,2016-06-10,2
2019,1,Баранова Лидия Захаровна,2007-09-02,1
2020,3,Лебедева Анастасия Олеговна,2009-02-05,1
2021,8,Гусева Агата Тимофеевна,2009-04-21,1
2022,2,Титова Вера Егоровна,2008-11-21,1
2019,7,Тарасова Наталья Назаровна,2013-08-12,2
2021,10,Лыткина Мирослава Ильинична,2013-06-11,4
2023,3,Боброва София Платоновна,2008-04-02,1
2021,3,Зайцева Кристина Федоровна,2016-09-05,1
2024,9,Абрамова Надежда Давидовна,2007-05-11,4
2025,8,Чернова Милана Оскаровна,2010-02-21,1
2022,1,Беляева Анжелика Ивановна,2008-07-02,2
2022,1,Руднева Валерия Ивановна,2011-04-03,4
2022,9,Пахомова Вероника Аркадьевна,2008-10-29,4
2025,1,Давыдова Алина Дмитриевна,2012-05-06,4
2024,10,Устинова Алёна Сергеевна,2013-02-22,2
2020,8,Тарасова Элина Адамовна,2016-11-15,3
2022,7,Киселева Юлия Захаровна,2010-02-14,3
2018,6,Соловьева Эвелина Родионовна,2011-06-01,4
2018,4,Чернова Виктория Алексеевна,2008-01-16,4
2018,1,Быкова Жанна Зиновьевна,2015-11-23,1
2025,4,Тимофеева Оксана Юлиановна,2006-03-24,1
